model_name,RMSE,MAE,R2,Pearson_r
Random Forest Regressor,0.9363635777291099,0.7206598245614012,0.07126918949366734,0.44428531154023804
k-Nearest Neighbors Regressor,1.057515274384042,0.7584385964912279,-0.18460654149388378,0.11158308129553045
Gaussian Process Regression,1.1081444268473835,0.7768560060276799,-0.3007491835435776,0.13829399427212422
